6,0
7,0
9,0
15,1
28,2
29,2
37,3
39,3
44,3
49,4
55,5
56,5
57,5
64,5
69,5
70,5
76,6
77,6
80,6
82,6
83,6
14,7
9,7
24,8
28,8
102,8
31,8
109,8
111,8
113,8
114,8
120,9
122,9
133,10
138,10
139,10
134,11
154,12
157,12
162,12
163,12
164,12
167,12
130,13
171,13
173,13
123,14
192,15
88,16
194,16
195,16
187,16
204,16
211,17
137,17
213,17
216,18
211,18
218,18
25,19
243,19
229,20
236,20
238,20
246,20
262,21
225,21
266,21
230,21
272,21
254,21
274,21
275,21
277,21
280,22
282,22
289,22
290,22
308,22
312,22
317,22
323,22
328,22
333,22
335,23
336,23
145,23
342,23
344,23
354,24
355,24
358,24
346,25
59,26
368,26
43,26
368,27
381,27
357,27
382,27
367,28
393,28
395,28
43,28
383,28
398,29
77,29
381,29
387,29
403,30
405,30
406,30
410,30
411,30
422,30
429,30
432,30
434,30
238,30
181,30
448,30
282,31
453,31
455,31
459,31
465,32
251,32
187,32
252,32
468,32
470,32
475,32
482,32
225,33
485,33
458,33
499,33
256,33
507,33
128,33
514,33
519,34
343,34
525,34
527,34
535,35
536,35
81,35
384,35
541,35
543,36
210,36
520,36
544,36
548,37
550,37
497,37
553,37
554,37
92,38
560,39
562,39
570,39
572,39
548,39
574,39
199,39
133,39
178,39
581,39
583,39
585,39
587,39
590,40
593,40
596,40
603,40
419,40
609,40
617,40
619,40
637,40
638,40
95,40
151,40
648,40
650,40
110,40
660,40
663,40
670,40
675,41
678,41
94,41
682,41
684,41
686,41
12,41
688,42
120,42
145,42
492,42
150,42
126,42
74,42
686,42
693,42
695,43
696,43
697,43
187,43
43,43
380,44
704,44
706,45
409,45
184,45
711,45
712,45
715,45
8,45
583,45
718,45
127,46
721,46
535,47
224,48
731,48
385,48
92,49
435,49
158,50
737,50
743,50
699,50
348,50
752,51
753,51
371,51
759,51
760,51
762,51
765,51
201,52
172,52
139,52
770,53
777,53
781,53
619,53
784,53
787,53
788,53
789,53
358,53
791,53
796,54
797,54
798,54
293,54
804,54
806,54
809,54
88,55
813,55
381,55
814,55
815,55
816,55
817,55
750,56
822,56
828,57
829,57
694,57
844,58
845,58
560,58
772,58
859,58
867,58
871,58
876,58
46,58
883,58
884,58
888,58
901,58
146,58
423,58
903,58
909,58
783,58
914,58
623,58
70,58
920,58
928,58
930,58
931,58
946,58
957,58
959,58
961,58
823,58
963,58
151,58
965,58
967,58
970,58
977,58
987,58
994,58
995,58
1000,58
1005,58
207,59
1011,59
1014,59
863,59
1035,59
1036,59
1038,59
748,59
286,59
1042,59
1043,59
871,59
547,59
1057,59
1058,59
894,59
895,59
897,59
1069,59
1071,59
232,59
1075,59
1082,59
19,59
938,59
1095,59
957,59
258,59
1101,59
1104,59
967,59
968,59
1108,59
1110,59
1114,59
1115,59
1118,59
1119,59
794,59
1008,59
529,60
463,60
269,60
381,60
1138,60
525,60
995,60
408,61
61,61
713,62
593,63
1155,63
1159,63
1160,63
1162,63
1027,63
1163,63
1164,63
1165,63
875,63
1169,63
679,63
1182,63
1185,63
906,63
1190,63
102,63
381,63
1222,63
1105,63
1228,63
668,63
1249,63
1251,63
1252,63
451,63
235,64
134,64
484,65
1014,65
1271,65
846,65
1284,65
1285,65
1286,65
1160,65
1290,65
263,65
1297,65
1298,65
728,65
399,65
1305,65
1135,65
1310,65
864,65
1313,65
604,65
1320,65
1322,65
605,65
265,65
1331,65
1332,65
1333,65
455,65
1343,65
776,65
1350,65
466,65
1352,65
779,65
780,65
1365,65
268,65
1376,65
297,65
1378,65
1379,65
572,65
1384,65
1386,65
612,65
1390,65
1392,65
1394,65
1396,65
902,65
1399,65
1401,65
1066,65
1408,65
356,65
187,65
783,65
1418,65
18,65
1422,65
914,65
1423,65
1429,65
425,65
366,65
802,65
1436,65
1441,65
1443,65
1447,65
785,65
920,65
1080,65
730,65
1470,65
1475,65
315,65
814,65
1482,65
1483,65
940,65
319,65
1496,65
1503,65
1140,65
1512,65
1514,65
954,65
438,65
1522,65
1523,65
324,65
439,65
1529,65
538,65
1220,65
1533,65
1537,65
1104,65
1110,65
1565,65
1567,65
978,65
1569,65
1114,65
181,65
1580,65
1583,65
1586,65
1590,65
1593,65
1594,65
279,65
1599,65
115,65
1611,65
1613,65
1617,65
809,65
1628,65
86,65
452,65
8,66
360,66
877,67
163,67
1640,68
1641,68
150,68
1642,68
1644,69
723,70
1647,70
1648,70
187,70
776,71
1658,71
1661,71
1671,71
107,71
1673,71
767,71
1548,71
1678,71
864,72
421,72
146,72
423,72
914,72
1687,72
426,72
471,72
1690,72
49,72
1692,72
238,72
1224,72
1547,72
1696,72
1587,72
1698,72
677,73
778,73
1547,73
140,73
1705,74
702,74
1709,74
529,75
76,75
1713,75
1715,75
534,75
720,75
1137,75
401,75
710,75
639,75
1722,75
139,75
792,75
165,75
113,75
1604,75
819,77
148,78
1733,78
1550,78
1559,78
953,79
1737,79
1738,80
353,80
1368,80
369,80
150,80
1368,81
1740,81
148,81
729,81
677,82
1747,82
411,83
454,83
94,83
1749,83
1462,83
804,83
684,83
1634,83
722,84
143,84
103,84
1509,84
145,85
1760,85
103,85
128,85
391,86
1765,86
860,87
1519,87
1768,87
586,87
733,88
1071,88
433,88
908,89
730,89
347,89
335,90
1687,90
217,91
1403,91
152,91
1774,92
1776,92
1420,93
1757,93
1778,93
208,94
1780,94
1781,94
725,94
346,94
45,95
1784,95
422,95
434,95
1787,95
207,96
